batter,breaks,coordinates,description,endSpeed,extension,game_pk,pitcher,plateTime,result,startSpeed,strikeZoneBottom,strikeZoneTop,type,typeConfidence,zone
621458,"{'breakAngle': 39.6, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -14.4, 'breakVerticalInduced': 16.1, 'breakHorizontal': 11.9, 'spinRate': 2297, 'spinDirection': 211}","{'aY': 31.74948761455372, 'aZ': -13.605725603974419, 'pfxX': -7.201612548833083, 'pfxZ': 9.692599341191986, 'pX': -0.22519891671178718, 'pZ': 2.144722207686898, 'vX0': 5.151105619673145, 'vY0': -137.82259012612212, 'vZ0': -7.291379601248857, 'x': 125.58, 'y': 180.87, 'x0': -1.1864163601416275, 'y0': 50.00640676582426, 'z0': 5.750962646410692, 'aX': -13.803121500030306}",Called Strike,86.4,6.76560560645463,718758,605540,0.3980105530465705,Strikeout,94.8,1.38822615046094,3.29561214406232,Sinker,0.83,5
621458,"{'breakAngle': 30.0, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -28.6, 'breakVerticalInduced': 8.6, 'breakHorizontal': 16.3, 'spinRate': 2102, 'spinDirection': 225}","{'aY': 27.098675914761866, 'aZ': -23.592916471157242, 'pfxX': -9.548354878774779, 'pfxZ': 5.443734772251463, 'pX': -1.0096037403452145, 'pZ': 1.3166511211816734, 'vX0': 3.8073604513896506, 'vY0': -125.2475694694675, 'vZ0': -5.912236422449983, 'x': 155.48, 'y': 203.23, 'x0': -1.315372083955114, 'y0': 50.004110121035126, 'z0': 5.657215482408119, 'aX': -15.055095632403427}",Swinging Strike,78.6,6.723200147563805,718758,605540,0.4385936404474795,Strikeout,86.1,1.55,3.4,Changeup,0.9,13
621458,"{'breakAngle': 32.4, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -26.9, 'breakVerticalInduced': 10.1, 'breakHorizontal': 17.4, 'spinRate': 2114, 'spinDirection': 224}","{'aY': 26.158081326210382, 'aZ': -22.67906857169539, 'pfxX': -9.763278928748147, 'pfxZ': 5.983270300024934, 'pX': -2.067087234835327, 'pZ': 2.216525350238481, 'vX0': 1.2127887940411068, 'vY0': -125.41554729958514, 'vZ0': -4.146700946051391, 'x': 195.79, 'y': 178.93, 'x0': -1.289690306783187, 'y0': 50.00575741971875, 'z0': 5.748671031799471, 'aX': -15.503157720104362}",Ball,78.9,6.801622341908033,718758,605540,0.43728865143896156,Strikeout,86.1,1.47683584363857,3.25107151633607,Changeup,0.89,13
621458,"{'breakAngle': 19.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.1, 'breakVerticalInduced': 16.4, 'breakHorizontal': 4.6, 'spinRate': 2228, 'spinDirection': 197}","{'aY': 29.070551215331985, 'aZ': -13.54406775886869, 'pfxX': -3.1776865154627756, 'pfxZ': 9.357265870051616, 'pX': 0.91585318067883, 'pZ': 3.4983269713909744, 'vX0': 6.451478086616611, 'vY0': -139.64479872682082, 'vZ0': -4.042600415285011, 'x': 82.09, 'y': 144.33, 'x0': -1.0031161916977918, 'y0': 50.00279116387555, 'z0': 5.844942467119295, 'aX': -6.327390176446266}",Foul,88.3,6.813830383299193,718758,605540,0.39103677063341635,Strikeout,95.9,1.55,3.4,Four-Seam Fastball,0.9,12
621458,"{'breakAngle': 32.4, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -28.8, 'breakVerticalInduced': 8.4, 'breakHorizontal': 18.1, 'spinRate': 2053, 'spinDirection': 228}","{'aY': 25.10266278652711, 'aZ': -24.0512412628991, 'pfxX': -10.729196401296429, 'pfxZ': 5.160822156664974, 'pX': -0.2660939971171463, 'pZ': 1.788391419657702, 'vX0': 5.524126257774435, 'vY0': -124.69952913740387, 'vZ0': -4.869561561869398, 'x': 127.14, 'y': 190.49, 'x0': -1.1161467735977133, 'y0': 50.00607575669788, 'z0': 5.75117881613293, 'aX': -16.898180057322307}",Swinging Strike,78.7,6.763253649157632,718758,605540,0.4392709652445057,Strikeout,85.7,1.55,3.4,Changeup,0.91,8
543333,"{'breakAngle': 3.6, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -42.7, 'breakVerticalInduced': -5.5, 'breakHorizontal': -2.8, 'spinRate': 2547, 'spinDirection': 36}","{'aY': 18.026268939812606, 'aZ': -36.664203360205114, 'pfxX': 1.2508689934910338, 'pfxZ': -2.8330727650719663, 'pX': -0.12940269985049085, 'pZ': 1.5930657007272913, 'vX0': 2.54344892986977, 'vY0': -123.43935646576811, 'vZ0': -3.250299514255425, 'x': 121.93, 'y': 195.77, 'x0': -1.3242570018556414, 'y0': 50.000554135476875, 'z0': 5.927181122195932, 'aX': 1.9844345884642711}",Swinging Strike,80.2,6.637610311019798,718758,605540,0.439001198449259,Strikeout,84.6,1.78,3.79,Curveball,0.91,13
543333,"{'breakAngle': 30.0, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -16.7, 'breakVerticalInduced': 12.4, 'breakHorizontal': 9.5, 'spinRate': 2495, 'spinDirection': 210}","{'aY': 27.31591117816474, 'aZ': -16.83620416420809, 'pfxX': -5.6912455181096195, 'pfxZ': 7.5344313396960985, 'pX': -0.03741145003726155, 'pZ': 1.3448702526415186, 'vX0': 5.3708153899500655, 'vY0': -140.67379308108124, 'vZ0': -8.89032986627309, 'x': 118.43, 'y': 202.47, 'x0': -1.2178239584399255, 'y0': 50.00133733329298, 'z0': 5.6036447566953935, 'aX': -11.581229728138409}",Foul,89.8,6.802932690216181,718758,605540,0.3871120184237684,Strikeout,96.7,1.78,3.79,Sinker,2.0,13
543333,"{'breakAngle': 32.4, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -27.8, 'breakVerticalInduced': 7.7, 'breakHorizontal': 17.9, 'spinRate': 1911, 'spinDirection': 231}","{'aY': 22.91742564189219, 'aZ': -24.104312030197512, 'pfxX': -10.461396964172934, 'pfxZ': 4.863385172058287, 'pX': -0.27206641035469104, 'pZ': 1.0265933500660174, 'vX0': 5.899213459683408, 'vY0': -127.14591409347884, 'vZ0': -6.74808943735809, 'x': 127.37, 'y': 211.06, 'x0': -1.2477497199673373, 'y0': 50.00184884227579, 'z0': 5.593299894677055, 'aX': -17.348085138820984}",Ball,81.3,6.822635192358173,718758,605540,0.42868417372021206,Strikeout,87.4,1.60979880096951,3.62992291749866,Changeup,0.9,13
543333,"{'breakAngle': 15.6, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -11.8, 'breakVerticalInduced': 17.2, 'breakHorizontal': 3.2, 'spinRate': 2337, 'spinDirection': 207}","{'aY': 32.083181259103284, 'aZ': -11.592275255683095, 'pfxX': -2.208294619427396, 'pfxZ': 10.177296355046273, 'pX': -0.00637325765926496, 'pZ': 2.5092797126186026, 'vX0': 3.8044477559936207, 'vY0': -141.28055749742006, 'vZ0': -6.948710104992652, 'x': 117.24, 'y': 171.03, 'x0': -1.0832932472672665, 'y0': 50.003036073165454, 'z0': 5.74522612305262, 'aX': -4.466262506924614}",Foul,88.8,6.7415838399853225,718758,605540,0.3876491440948775,Strikeout,97.1,1.78,3.79,Four-Seam Fastball,0.91,5
543333,"{'breakAngle': 28.8, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -10.3, 'breakVerticalInduced': 18.5, 'breakHorizontal': 5.5, 'spinRate': 2390, 'spinDirection': 203}","{'aY': 31.530732529697048, 'aZ': -10.314903999670454, 'pfxX': -3.782222614745109, 'pfxZ': 10.743381937009197, 'pX': 0.8406006312018754, 'pZ': 2.9823238949532622, 'vX0': 6.618840766895308, 'vY0': -141.55252453250066, 'vZ0': -5.790841677085995, 'x': 84.96, 'y': 158.26, 'x0': -1.0337745032302748, 'y0': 50.00161847008411, 'z0': 5.711329824343813, 'aX': -7.695339482339214}",Foul,89.1,6.866043423895662,718758,605540,0.38656492899958206,Strikeout,97.3,1.78,3.79,Four-Seam Fastball,0.91,12
543333,"{'breakAngle': 34.8, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -28.4, 'breakVerticalInduced': 8.4, 'breakHorizontal': 19.3, 'spinRate': 2055, 'spinDirection': 231}","{'aY': 26.744244675002168, 'aZ': -23.582236393290792, 'pfxX': -11.501609512006647, 'pfxZ': 5.398626035028529, 'pX': -0.21549440090786431, 'pZ': 1.0423195191203476, 'vX0': 6.128873762741053, 'vY0': -125.68753950171029, 'vZ0': -6.526830682745457, 'x': 125.21, 'y': 210.64, 'x0': -1.198112795010581, 'y0': 50.00276986199983, 'z0': 5.602227123808875, 'aX': -18.303423297858732}",Swinging Strike,79.1,6.8607894879072155,718758,605540,0.4366739264390671,Strikeout,86.5,1.78,3.79,Changeup,0.9,13
680911,"{'breakAngle': 12.0, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -41.5, 'breakVerticalInduced': 0.2, 'breakHorizontal': 9.1, 'spinRate': 2486, 'spinDirection': 310}","{'aY': 21.389516398965817, 'aZ': -31.89187802768002, 'pfxX': -4.682591001765058, 'pfxZ': 0.1973843119374319, 'pX': -0.12312862408969573, 'pZ': 2.515860240662923, 'vX0': -2.6751368849837527, 'vY0': -117.54151315652231, 'vZ0': -1.6330812798120522, 'x': 121.69, 'y': 170.85, 'x0': 1.6363120380344016, 'y0': 50.000272976551145, 'z0': 6.169070064876327, 'aX': -6.578706801707619}",Called Strike,74.7,6.250525843112733,718758,657006,0.4652202103912364,Groundout,80.7,1.36607771078651,3.00623773131908,Slider,2.0,5
680911,"{'breakAngle': 3.6, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -23.3, 'breakVerticalInduced': 9.8, 'breakHorizontal': 1.3, 'spinRate': 2363, 'spinDirection': 168}","{'aY': 27.67744515026504, 'aZ': -22.00121732988436, 'pfxX': 0.07239163749943867, 'pfxZ': 5.7352386603474805, 'pX': -1.0378924570881163, 'pZ': 2.960031127598042, 'vX0': -6.901941024937926, 'vY0': -132.19915802705304, 'vZ0': -3.7119491985270745, 'x': 156.56, 'y': 158.86, 'x0': 1.5951428930827372, 'y0': 50.00245757914442, 'z0': 5.993680998229018, 'aX': 0.13007770617971462}","In play, out(s)",83.5,6.5521884046167775,718758,657006,0.41402325051308075,Groundout,90.9,1.36,3.13,Four-Seam Fastball,2.0,11
686894,"{'breakAngle': 9.6, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -17.5, 'breakVerticalInduced': 15.5, 'breakHorizontal': 2.9, 'spinRate': 2560, 'spinDirection': 168}","{'aY': 29.681500447436296, 'aZ': -15.971547863990674, 'pfxX': -0.8696329414769457, 'pfxZ': 9.113761434581269, 'pX': -0.4050545470794497, 'pZ': 2.659130222679465, 'vX0': -5.491804759458021, 'vY0': -132.80069400030538, 'vZ0': -5.379448886858988, 'x': 132.44, 'y': 166.98, 'x0': 1.8066979357935338, 'y0': 50.003746691360924, 'z0': 5.881469373972935, 'aX': -1.544778337337012}","In play, no out",83.3,6.600312323016956,718758,657006,0.41319559237055925,Double,91.3,1.627,3.549,Four-Seam Fastball,2.0,4
670712,"{'breakAngle': 10.8, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -20.9, 'breakVerticalInduced': 12.5, 'breakHorizontal': 3.8, 'spinRate': 2338, 'spinDirection': 165}","{'aY': 30.746879589733243, 'aZ': -19.534921702501354, 'pfxX': -1.1736963355788887, 'pfxZ': 7.197109577220436, 'pX': -1.3400823895711216, 'pZ': 3.3456003818162827, 'vX0': -7.367914070916698, 'vY0': -132.33166622362444, 'vZ0': -3.2063641041060236, 'x': 168.08, 'y': 148.45, 'x0': 1.6438407832439834, 'y0': 50.00432668520511, 'z0': 6.020297488418962, 'aX': -2.0624238737992835}",Ball,82.7,6.59398870464428,718758,657006,0.4154200525756191,Lineout,91.0,1.49899227843564,3.26976258367281,Four-Seam Fastball,2.0,11
670712,"{'breakAngle': 20.4, 'breakLength': 10.8, 'breakY': 24.0, 'breakVertical': -45.5, 'breakVerticalInduced': -3.6, 'breakHorizontal': 16.7, 'spinRate': 2653, 'spinDirection': 309}","{'aY': 25.392655285932012, 'aZ': -35.44341764099018, 'pfxX': -9.158056634857143, 'pfxZ': -2.348206664355983, 'pX': 0.46998324360877713, 'pZ': 3.3830985256640593, 'vX0': -0.6855350366392429, 'vY0': -118.18424492021629, 'vZ0': 1.1858317534190246, 'x': 99.09, 'y': 147.44, 'x0': 1.9523235893108362, 'y0': 50.00033721417835, 'z0': 6.1647367769330295, 'aX': -12.775025958839013}",Called Strike,73.9,6.338366061068784,718758,657006,0.46590485513001934,Lineout,81.2,1.47661001425321,3.20653877254755,Slider,2.0,3
670712,"{'breakAngle': 24.0, 'breakLength': 10.8, 'breakY': 24.0, 'breakVertical': -41.3, 'breakVerticalInduced': -0.8, 'breakHorizontal': 18.7, 'spinRate': 2749, 'spinDirection': 310}","{'aY': 27.740458422902034, 'aZ': -32.620203025709756, 'pfxX': -9.67032547416358, 'pfxZ': -0.305788913012341, 'pX': -1.4866638777431287, 'pZ': 2.30068626599347, 'vX0': -4.518104960314591, 'vY0': -120.57865640967066, 'vZ0': -2.089582418471316, 'x': 173.67, 'y': 176.66, 'x0': 1.6795785071699147, 'y0': 50.00565932025037, 'z0': 6.112011727787277, 'aX': -13.960611724426782}","In play, out(s)",75.3,6.25893814151635,718758,657006,0.45771206152266863,Lineout,82.9,1.48,3.27,Slider,2.0,13
642715,"{'breakAngle': 22.8, 'breakLength': 10.8, 'breakY': 24.0, 'breakVertical': -42.2, 'breakVerticalInduced': -1.3, 'breakHorizontal': 17.4, 'spinRate': 2803, 'spinDirection': 314}","{'aY': 26.21357510171516, 'aZ': -33.07173133447424, 'pfxX': -9.519007755405607, 'pfxZ': -0.6260725134379932, 'pX': 0.4251332701108881, 'pZ': 2.342687191323903, 'vX0': -0.8827217454639078, 'vY0': -119.59405014138454, 'vZ0': -1.8030932396987225, 'x': 100.79, 'y': 175.53, 'x0': 2.0351398510489656, 'y0': 50.00528664707153, 'z0': 6.114086224019581, 'aX': -13.587981522962107}",Called Strike,74.9,6.139334859474488,718758,657006,0.4605913589577453,Groundout,82.2,1.69847357345868,3.3997627277456,Slider,2.0,6
642715,"{'breakAngle': 7.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -17.8, 'breakVerticalInduced': 13.7, 'breakHorizontal': 2.3, 'spinRate': 2602, 'spinDirection': 168}","{'aY': 25.489357840496094, 'aZ': -17.44575353595442, 'pfxX': -0.547173085068263, 'pfxZ': 7.855165703468815, 'pX': -0.8807343160359119, 'pZ': 3.0582823515232556, 'vX0': -6.811537720441267, 'vY0': -135.08760283738224, 'vZ0': -4.284758076887044, 'x': 150.57, 'y': 156.21, 'x0': 1.7295226965111925, 'y0': 50.00098179012012, 'z0': 5.867540936876749, 'aX': -1.0239741265638738}",Foul,86.1,6.660900552710293,718758,657006,0.403267003044816,Groundout,92.8,1.68,3.4,Four-Seam Fastball,2.0,11
642715,"{'breakAngle': 21.6, 'breakLength': 10.8, 'breakY': 24.0, 'breakVertical': -43.4, 'breakVerticalInduced': -4.2, 'breakHorizontal': 17.5, 'spinRate': 2535, 'spinDirection': 312}","{'aY': 21.11930483264997, 'aZ': -35.526614193492385, 'pfxX': -9.501203024680912, 'pfxZ': -2.226776929698648, 'pX': -0.0055241162415337434, 'pZ': 2.145175602710963, 'vX0': -1.3673686502104447, 'vY0': -121.08853901589227, 'vZ0': -2.0315530299128284, 'x': 117.21, 'y': 180.86, 'x0': 1.8008149535873632, 'y0': 50.005697108805045, 'z0': 6.070120719781548, 'aX': -14.272637384880026}","In play, out(s)",77.6,6.447975459728701,718758,657006,0.4503846102398059,Groundout,83.1,1.68,3.4,Slider,2.0,8
663611,"{'breakAngle': 31.2, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -18.4, 'breakVerticalInduced': 11.9, 'breakHorizontal': 11.0, 'spinRate': 2301, 'spinDirection': 210}","{'aY': 26.71597915118412, 'aZ': -18.372834461808875, 'pfxX': -6.483617060761167, 'pfxZ': 7.10357076338929, 'pX': -0.6398678334097514, 'pZ': 2.048212067798168, 'vX0': 4.0306659205121615, 'vY0': -137.61779671480576, 'vZ0': -6.5318241531496914, 'x': 141.39, 'y': 183.48, 'x0': -1.270989371086976, 'y0': 50.00679460438376, 'z0': 5.670255000120121, 'aX': -12.605323288344167}","In play, out(s)",87.6,6.663389876080001,718758,605540,0.39598687204213157,Groundout,94.5,1.31,2.97,Sinker,2.0,4
571466,"{'breakAngle': 13.2, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -12.4, 'breakVerticalInduced': 17.3, 'breakHorizontal': 3.0, 'spinRate': 2317, 'spinDirection': 203}","{'aY': 30.115442338819545, 'aZ': -12.17368562415515, 'pfxX': -2.0236279533432078, 'pfxZ': 10.090527487367018, 'pX': -0.20914960791982773, 'pZ': 2.6938319885836175, 'vX0': 3.6343964460793594, 'vY0': -139.59071390661367, 'vZ0': -6.2737218832979975, 'x': 124.97, 'y': 166.05, 'x0': -1.2624683305859568, 'y0': 50.00362551078447, 'z0': 5.764804030734145, 'aX': -4.011653072834529}",Called Strike,88.1,6.799755426411909,718758,605540,0.3917204672565826,Strikeout,95.9,1.49899227843564,3.08976237906169,Four-Seam Fastball,0.9,2
571466,"{'breakAngle': 34.8, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -8.6, 'breakVerticalInduced': 21.0, 'breakHorizontal': 6.1, 'spinRate': 2442, 'spinDirection': 207}","{'aY': 34.0336309778237, 'aZ': -7.174864880038076, 'pfxX': -3.8717674623198413, 'pfxZ': 12.70199008217385, 'pX': -0.25194105314178256, 'pZ': 1.7913034506128735, 'vX0': 3.9660439831944094, 'vY0': -139.98571435308438, 'vZ0': -9.334715441400459, 'x': 126.6, 'y': 190.41, 'x0': -1.189706342879493, 'y0': 50.00377772569058, 'z0': 5.6537817405326685, 'aX': -7.621176232022601}",Swinging Strike,87.4,6.769757479698841,718758,605540,0.392511771540061,Strikeout,96.4,1.43,3.09,Four-Seam Fastball,0.91,8
571466,"{'breakAngle': 34.8, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -26.9, 'breakVerticalInduced': 8.5, 'breakHorizontal': 18.4, 'spinRate': 2024, 'spinDirection': 229}","{'aY': 23.939420827805126, 'aZ': -22.897285385666954, 'pfxX': -10.70384416470452, 'pfxZ': 5.593133132851053, 'pX': -0.48173968622045926, 'pZ': 0.10871878556494245, 'vX0': 5.14668824470739, 'vY0': -127.42545582219417, 'vZ0': -8.922446264006446, 'x': 135.36, 'y': 235.84, 'x0': -1.1270128589232975, 'y0': 50.00598487249776, 'z0': 5.437800982920751, 'aX': -17.766713721980828}",Ball,81.4,6.918428440263849,718758,605540,0.4283494179947809,Strikeout,87.7,1.38822615046094,3.02848569826763,Changeup,0.9,13
571466,"{'breakAngle': 18.0, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.1, 'breakVerticalInduced': 15.8, 'breakHorizontal': 4.3, 'spinRate': 2309, 'spinDirection': 205}","{'aY': 30.41186765949113, 'aZ': -13.296352248659808, 'pfxX': -2.9098521417849237, 'pfxZ': 9.272509259465156, 'pX': 0.23950779307732506, 'pZ': 2.713918749844105, 'vX0': 4.938809874486991, 'vY0': -141.3428891884791, 'vZ0': -6.032608089638829, 'x': 107.87, 'y': 165.5, 'x0': -1.1475964265401075, 'y0': 50.00019075979573, 'z0': 5.72009818782115, 'aX': -5.9227765541495865}",Foul,89.3,6.694564040266062,718758,605540,0.38663609315057146,Strikeout,97.1,1.43,3.09,Four-Seam Fastball,0.9,2
571466,"{'breakAngle': 4.8, 'breakLength': 9.6, 'breakY': 24.0, 'breakVertical': -45.6, 'breakVerticalInduced': -8.5, 'breakHorizontal': -3.6, 'spinRate': 2519, 'spinDirection': 30}","{'aY': 24.13745246868168, 'aZ': -38.90805457440848, 'pfxX': 1.5069116924268013, 'pfxZ': -4.245085331363618, 'pX': 0.5796445451227166, 'pZ': 0.5697261396957012, 'vX0': 3.7671027094189706, 'vY0': -124.8434043459939, 'vZ0': -4.854656041466985, 'x': 94.91, 'y': 223.4, 'x0': -1.142191670681854, 'y0': 50.00613425720117, 'z0': 5.727560629620503, 'aX': 2.388130939221149}",Ball,79.8,6.674452752252679,718758,605540,0.4380240459394251,Strikeout,85.7,1.43252779900237,3.08976237906169,Curveball,0.92,14
571466,"{'breakAngle': 25.2, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -11.3, 'breakVerticalInduced': 18.5, 'breakHorizontal': 5.3, 'spinRate': 2260, 'spinDirection': 202}","{'aY': 32.120417222066706, 'aZ': -10.583455010652525, 'pfxX': -3.3023036462820388, 'pfxZ': 10.938368027853384, 'pX': -0.2951296973508006, 'pZ': 2.3836030669616326, 'vX0': 3.3272667413241166, 'vY0': -139.7492133884353, 'vZ0': -7.263950834704563, 'x': 128.25, 'y': 174.42, 'x0': -1.0733378922108399, 'y0': 50.003926830735715, 'z0': 5.715503372016603, 'aX': -6.51860397069637}",Foul,87.7,6.711141101397588,718758,605540,0.3922616485993804,Strikeout,96.1,1.43,3.09,Four-Seam Fastball,0.91,4
571466,"{'breakAngle': 31.2, 'breakLength': 7.2, 'breakY': 24.0, 'breakVertical': -29.3, 'breakVerticalInduced': 8.6, 'breakHorizontal': 17.4, 'spinRate': 2001, 'spinDirection': 229}","{'aY': 24.273495479474374, 'aZ': -24.930262694197303, 'pfxX': -10.106555197958343, 'pfxZ': 4.692842527749317, 'pX': -0.8502119097233428, 'pZ': 3.4751496850056833, 'vX0': 4.118792508510103, 'vY0': -123.40926033449833, 'vZ0': -0.3733578739343387, 'x': 149.41, 'y': 144.95, 'x0': -1.2265291693569251, 'y0': 50.00494021468032, 'z0': 5.726099518765509, 'aX': -15.610000218843545}",Ball,77.7,6.705129498937472,718758,605540,0.4436230633486429,Strikeout,84.8,1.47683584363857,3.08976237906169,Changeup,0.91,11
571466,"{'breakAngle': 12.0, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.4, 'breakVerticalInduced': 16.4, 'breakHorizontal': 2.8, 'spinRate': 2223, 'spinDirection': 202}","{'aY': 30.653702479734797, 'aZ': -12.68550332113177, 'pfxX': -2.1994296283357557, 'pfxZ': 9.947391359738367, 'pX': 0.9310424924286239, 'pZ': 1.7506743800730353, 'vX0': 6.135095946231266, 'vY0': -138.97287442006782, 'vZ0': -8.28571553196383, 'x': 81.51, 'y': 191.51, 'x0': -1.0178389290123764, 'y0': 50.00609153552506, 'z0': 5.610375943710796, 'aX': -4.311158094665426}",Swinging Strike,87.6,6.760434728718394,718758,605540,0.39387233192484894,Strikeout,95.6,1.43,3.09,Four-Seam Fastball,0.88,14
663538,"{'breakAngle': 19.2, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.0, 'breakVerticalInduced': 16.1, 'breakHorizontal': 4.4, 'spinRate': 2263, 'spinDirection': 205}","{'aY': 31.042183050308893, 'aZ': -13.19604074746801, 'pfxX': -3.185367102330499, 'pfxZ': 9.399723439285573, 'pX': 0.965832542630338, 'pZ': 2.8482405153027663, 'vX0': 6.707524152969031, 'vY0': -140.95721192318672, 'vZ0': -5.575522283808498, 'x': 80.18, 'y': 161.88, 'x0': -1.0272094232781712, 'y0': 50.00475836049648, 'z0': 5.698954389577078, 'aX': -6.433357024438853}",Ball,88.8,6.778836060629971,718758,605540,0.3880935032631463,Flyout,96.9,1.49899227843564,3.0952410971542,Four-Seam Fastball,2.0,12
663538,"{'breakAngle': 30.0, 'breakLength': 2.4, 'breakY': 24.0, 'breakVertical': -11.3, 'breakVerticalInduced': 18.5, 'breakHorizontal': 6.6, 'spinRate': 2326, 'spinDirection': 202}","{'aY': 30.42383358641056, 'aZ': -11.351037760239354, 'pfxX': -4.027185479717239, 'pfxZ': 10.55876625108387, 'pX': -0.29476252436432016, 'pZ': 3.42399559969188, 'vX0': 3.784601713520871, 'vY0': -139.332534539959, 'vZ0': -4.177547532145533, 'x': 128.24, 'y': 146.33, 'x0': -1.1454635769142931, 'y0': 50.00209696629711, 'z0': 5.689052055538691, 'aX': -7.941790344880636}",Called Strike,87.7,6.719848509242645,718758,605540,0.3926477623528619,Flyout,95.7,1.47683584363857,3.02848569826763,Four-Seam Fastball,2.0,11
663538,"{'breakAngle': 21.6, 'breakLength': 3.6, 'breakY': 24.0, 'breakVertical': -13.3, 'breakVerticalInduced': 16.1, 'breakHorizontal': 5.0, 'spinRate': 2344, 'spinDirection': 202}","{'aY': 28.22681450857627, 'aZ': -13.545201467099902, 'pfxX': -3.279223767229605, 'pfxZ': 9.285330060077788, 'pX': 0.17301290522879648, 'pZ': 2.850185966916972, 'vX0': 4.881694332154487, 'vY0': -139.9613096940058, 'vZ0': -5.42968228288174, 'x': 110.41, 'y': 161.82, 'x0': -1.1586543351872165, 'y0': 50.00597032564784, 'z0': 5.685019864080002, 'aX': -6.581543640596004}",Foul,88.8,6.835097226592951,718758,605540,0.3896548947363878,Flyout,96.1,1.54,3.18,Four-Seam Fastball,2.0,2
663538,"{'breakAngle': 31.2, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -17.6, 'breakVerticalInduced': 11.5, 'breakHorizontal': 10.4, 'spinRate': 2340, 'spinDirection': 207}","{'aY': 28.525688810812337, 'aZ': -18.50904533894732, 'pfxX': -6.191233238078756, 'pfxZ': 6.7720443719017585, 'pX': -0.4729578595156035, 'pZ': 2.587476828970407, 'vX0': 4.285619379859985, 'vY0': -140.38535049161652, 'vZ0': -5.103502002315929, 'x': 135.03, 'y': 168.92, 'x0': -1.2065039235569959, 'y0': 50.00240338065034, 'z0': 5.614583081751039, 'aX': -12.492583907752344}",Foul,89.1,6.668125882618825,718758,605540,0.388548357521179,Flyout,96.4,1.54,3.18,Sinker,2.0,4
663538,"{'breakAngle': 32.4, 'breakLength': 6.0, 'breakY': 24.0, 'breakVertical': -25.0, 'breakVerticalInduced': 9.8, 'breakHorizontal': 15.7, 'spinRate': 2053, 'spinDirection': 227}","{'aY': 24.533478171915505, 'aZ': -22.269880067224893, 'pfxX': -9.266868958844544, 'pfxZ': 5.865486963114542, 'pX': -0.32000661616919057, 'pZ': 2.090810077901572, 'vX0': 5.225161642185572, 'vY0': -128.56123038925108, 'vZ0': -4.717197196787543, 'x': 129.2, 'y': 182.33, 'x0': -1.165959616338174, 'y0': 50.000260605641984, 'z0': 5.659156238523852, 'aX': -15.641512144971234}","In play, out(s)",81.6,6.800329206462587,718758,605540,0.4246582430439001,Flyout,88.3,1.54,3.18,Changeup,2.0,7
592885,"{'breakAngle': 6.0, 'breakLength': 4.8, 'breakY': 24.0, 'breakVertical': -23.4, 'breakVerticalInduced': 8.8, 'breakHorizontal': 2.5, 'spinRate': 2385, 'spinDirection': 168}","{'aY': 26.907952445818093, 'aZ': -22.475522396779443, 'pfxX': -0.6739719211953936, 'pfxZ': 5.322628589447901, 'pX': -0.9379351799463673, 'pZ': 2.3309326244745097, 'vX0': -6.574102813151105, 'vY0': -133.6704653441665, 'vZ0': -5.234132196995097, 'x': 152.75, 'y': 175.84, 'x0': 1.6337969629969817, 'y0': 50.00483578238136, 'z0': 5.913041084519839, 'aX': -1.2268953646323384}",Called Strike,84.9,6.648707087235227,718758,657006,0.40867015706454657,Strikeout,91.9,1.60979880096951,3.20653877254755,Four-Seam Fastball,2.0,13
